Code,name,full_address,address,County,State,ZIP,GEOID,latitude,longitude,rating,reviews,range,TotalPopulation,AsianPopulation,MedianHouseholdIncome,PublicTransportationCommuters,AsianDensity
680,Great Wall,"3350 Hayman Dr, Federalsburg, MD 21632",3350 Hayman Dr,Federalsburg,MD,21632,240119556002,38.6985397,-75.7876809,4.4,122,,1715,0,15,35577,0
681,Great Wall,"119 S Main St, Federalsburg, MD 21632",119 S Main St,Federalsburg,MD,21632,240119556002,38.693432,-75.7737031,3.6,8,1,1715,0,15,35577,0
682,Great Wall Chinese Restaurant,"6099 Spring Ridge Pkwy, Frederick, MD 21701",6099 Spring Ridge Pkwy,Frederick,MD,21701,240217519023,39.399595,-77.346456,3.7,162,1,1568,0,16,112560,0
683,Stir Fry 88,"17301 Valley Mall Rd # 577, Hagerstown, MD 21740",17301 Valley Mall Rd # 577,Hagerstown,MD,21740,240430009003,39.6237283,-77.7714316,3.7,24,,787,0,0,69479,0
684,China King,"339 W Washington St, Hagerstown, MD 21740",339 W Washington St,Hagerstown,MD,21740,240430009001,39.6448119,-77.7269979,3.8,458,1,1322,9,4,44402,0.006807867
685,Number 1 Chinese Restaurant,"17608 Garland Groh Blvd, Hagerstown, MD 21740",17608 Garland Groh Blvd,Hagerstown,MD,21740,240430104022,39.6548157,-77.7578481,3.2,224,1,3452,0,0,86362,0
686,Chopstix,"17607 Virginia Ave, Hagerstown, MD 21740",17607 Virginia Ave,Hagerstown,MD,21740,240430010022,39.6201663,-77.7579266,3.9,154,2,2029,22,0,72917,0.01084278
687,Fuji Asian food & Sushi Bar,"11205 John F Kennedy Dr #205, Hagerstown, MD 21742",11205 John F Kennedy Dr #205,Hagerstown,MD,21742,240430112043,39.62269089999999,-77.676129,4.1,302,1,3464,186,0,95192,0.05369515
688,Hong Kong Chinese Restaurant,"1075 Virginia Ave, Hagerstown, MD 21740",1075 Virginia Ave,Hagerstown,MD,21740,240430010012,39.62675429999999,-77.7402837,4,572,2,2343,0,0,49643,0
689,Lucky House,"179 Thomas Johnson Dr, Frederick, MD 21702",179 Thomas Johnson Dr,Frederick,MD,21702,240217507012,39.4412373,-77.4079904,3.9,74,1,2375,74,10,94250,0.031157894
690,Imperial,"13112 Pennsylvania Ave, Hagerstown, MD 21742",13112 Pennsylvania Ave,Hagerstown,MD,21742,240430103001,39.6731539,-77.7207539,4.2,351,2,1303,26,0,60152,0.019953953
691,China Wok,"1533 Potomac Ave, Hagerstown, MD 21742",1533 Potomac Ave,Hagerstown,MD,21742,240430001002,39.6638889,-77.7030556,3.7,122,1,1535,0,30,64875,0
692,China 88,"16 Milestone Terrace, Williamsport, MD 21795",16 Milestone Terrace,Williamsport,MD,21795,240430108033,39.605181,-77.8095929,4.6,215,1,1717,11,0,83865,0.006406523
693,Chef Lin Buffet,"417 S Jefferson St, Frederick, MD 21701",417 S Jefferson St,Frederick,MD,21701,240217651002,39.4078852,-77.431706,3.9,885,1,1499,94,0,99639,0.062708475
694,Beijing Restaurant,"1202 E Patrick St, Frederick, MD 21701",1202 E Patrick St,Frederick,MD,21701,240217722002,39.4070225,-77.3892523,4,81,1,843,1,9,51595,0.00118624
695,Eastern 89,"5328 New Design Rd, Frederick, MD 21703",5328 New Design Rd,Frederick,MD,21703,240217523011,39.381396,-77.422004,4.3,168,1,2745,47,36,111875,0.01712204
696,Big Chef Chinese Kitchen,"1055 W Patrick St, Frederick, MD 21703",1055 W Patrick St,Frederick,MD,21703,240217505041,39.4193875,-77.4463864,4.2,154,1,1715,75,0,101061,0.043731779
697,Charley's Restaurant,"703 Motter Ave, Frederick, MD 21701",703 Motter Ave,Frederick,MD,21701,240217508012,39.4232505,-77.411687,3.2,274,1,1464,80,0,69925,0.054644808
698,Ugly Dumpling Express,"5267 Buckeystown Pike, Frederick, MD 21704",5267 Buckeystown Pike,Frederick,MD,21704,240217510031,39.3756946,-77.4129881,5,1,,2352,34,0,110175,0.014455782
699,China Sea Restaurant,"6944 Crestwood Blvd, Frederick, MD 21703",6944 Crestwood Blvd,Frederick,MD,21703,240217510032,39.3917499,-77.4228708,4.2,66,,2448,295,14,100563,0.12050653
700,Peking Gourmet,"5732 Buckeystown Pike #16, Frederick, MD 21704",5732 Buckeystown Pike #16,Frederick,MD,21704,240217510033,39.3929994,-77.4104549,4.3,287,2,910,105,0,,0.11538462
701,Panda Express,"5281 Buckeystown Pike, Frederick, MD 21703",5281 Buckeystown Pike,Frederick,MD,21703,240217510031,39.3759932,-77.4116169,3.8,613,1,2352,34,0,110175,0.014455782
702,Chopsticks Express,"5500 Buckeystown Pike #412, Frederick, MD 21703",5500 Buckeystown Pike #412,Frederick,MD,21703,240217510033,39.382865,-77.4054531,3.9,52,1,910,105,0,,0.11538462
703,Delicious Chinese Restaraunt H-Mart Food Court,"1063 W Patrick St, Frederick, MD 21702",1063 W Patrick St,Frederick,MD,21702,240217505041,39.4187401,-77.4465927,4.6,37,,1715,75,0,101061,0.043731779
704,Great Wall,"2060 Yellow Springs Rd #100, Frederick, MD 21702",2060 Yellow Springs Rd #100,Frederick,MD,21702,240217512022,39.4417307,-77.4376343,3.7,198,1,936,56,45,136890,0.05982906
705,Chong Yet Yin Chinese Restaurant,"429 E Ridgeville Blvd, Mt Airy, MD 21771",429 E Ridgeville Blvd,Mt Airy,MD,21771,240135130011,39.3647489,-77.1604323,3.6,208,2,1350,35,21,93611,0.025925925
706,Little Palace,"7303 E Furnace Branch Rd, Glen Burnie, MD 21060",7303 E Furnace Branch Rd,Glen Burnie,MD,21060,240037511022,39.1721712,-76.6050233,3.9,76,2,1556,0,0,85179,0
707,Young Chow,"11801 Fingerboard Rd, Monrovia, MD 21770",11801 Fingerboard Rd,Monrovia,MD,21770,240217521021,39.3437546,-77.2529306,4.2,79,,1517,29,0,137083,0.019116677
708,Hunan Gourmet,"915 W 7th St, Frederick, MD 21701",915 W 7th St,Frederick,MD,21701,240217508012,39.4267621,-77.4155292,4,239,2,1464,80,0,69925,0.054644808
709,Good Taste,"520 E Baltimore St #75, Taneytown, MD 21787",520 E Baltimore St #75,Taneytown,MD,21787,240135010021,39.64914599999999,-77.157821,1,1,,2299,22,13,71563,0.009569378
710,House of Poolesville,"19611 Fisher Ave, Poolesville, MD 20837",19611 Fisher Ave,Poolesville,MD,20837,240317005001,39.14436269999999,-77.4096769,4.3,196,2,3233,116,20,199316,0.035879988
711,Peking Palace Restaurant,"224 N Church St # D, Thurmont, MD 21788",224 N Church St # D,Thurmont,MD,21788,240217530022,39.6280821,-77.4094721,4.3,86,1,956,0,0,85152,0
712,Asian Cafe,"1303 N East St, Frederick, MD 21701",1303 N East St,Frederick,MD,21701,240217508013,39.4296405,-77.4039228,4.2,182,1,1097,0,12,119000,0
713,China Cafe,"5436 Westbard Ave, Bethesda, MD 20816",5436 Westbard Ave,Bethesda,MD,20816,240317057013,38.9644974,-77.1076597,4.3,32,2,1631,186,77,109750,0.11404046
714,China Pavilion,"4611 Sangamore Rd, Bethesda, MD 20816",4611 Sangamore Rd,Bethesda,MD,20816,240317057022,38.9493288,-77.1181246,3.1,26,2,1556,52,17,137083,0.033419024
715,Panda Express,"7101 Democracy Blvd FC #5, Bethesda, MD 20817",7101 Democracy Blvd FC #5,Bethesda,MD,20817,240317060121,39.0241378,-77.1459998,3.6,217,1,1198,295,46,39167,0.24624375
716,P.F. Chang's,"5406 Wisconsin Ave Ste B, Chevy Chase, MD 20815",5406 Wisconsin Ave Ste B,Chevy Chase,MD,20815,240317055011,38.9613662,-77.0868785,3.8,521,2,1621,436,360,124826,0.26896977
717,Fu Shing Cafe,"10315 Westlake Dr, Bethesda, MD 20817",10315 Westlake Dr,Bethesda,MD,20817,240317060121,39.0256587,-77.1475199,4.4,138,2,1198,295,46,39167,0.24624375
718,Hai Zhou Village,"13539 Clopper Rd, Germantown, MD 20874",13539 Clopper Rd,Germantown,MD,20874,240317008151,39.1625696,-77.2804298,4,8,2,3479,721,133,126000,0.20724346
719,China Gourmet Bistro,"7945 Tuckerman Ln, Potomac, MD 20854",7945 Tuckerman Ln,Potomac,MD,20854,240317012061,39.041176,-77.1571636,3.4,5,,1596,256,57,208872,0.160401
720,Golden City,"7026 Wisconsin Ave, Chevy Chase, MD 20815",7026 Wisconsin Ave,Chevy Chase,MD,20815,240317048031,38.9796891,-77.0922241,2.4,7,1,1032,136,132,77115,0.13178295
721,FireWok@Potomac,"9812 Falls Rd #104, Potomac, MD 20854",9812 Falls Rd #104,Potomac,MD,20854,240317060083,39.0171173,-77.2105381,3.9,93,2,2503,390,0,250001,0.15581302
722,Asia Cafe,"12937 Wisteria Dr, Germantown, MD 20874",12937 Wisteria Dr,Germantown,MD,20874,240317003092,39.1783844,-77.2696086,3.8,200,1,534,98,0,84135,0.1835206
723,Happy Uncle,"18022 Mateny Rd, Germantown, MD 20874",18022 Mateny Rd,Germantown,MD,20874,240317006143,39.1482474,-77.2747659,3.7,266,2,2056,331,61,82332,0.16099222
724,A Asia Restaurant,"436 Prospect Blvd, Frederick, MD 21701",436 Prospect Blvd,Frederick,MD,21701,240217651001,39.404227,-77.428759,4.3,170,2,2245,117,31,70735,0.052115813
725,Wokitchen,"19721 Frederick Rd, Germantown, MD 20876",19721 Frederick Rd,Germantown,MD,20876,240317008332,39.1789057,-77.2370127,4.2,13,2,2916,490,7,73640,0.16803841
726,Oriental Gourmet,"19635 Fisher Ave, Poolesville, MD 20837",19635 Fisher Ave,Poolesville,MD,20837,240317005001,39.145129,-77.4104598,4.2,31,,3233,116,20,199316,0.035879988
727,Panda Express,"19847 Century Blvd, Germantown, MD 20874",19847 Century Blvd,Germantown,MD,20874,240317003092,39.1819172,-77.2652492,4,581,1,534,98,0,84135,0.1835206
728,Fortune Cooky Restaurant-Germantown,"13038 Middlebrook Road, Germantown, MD 20874",13038 Middlebrook Road,Germantown,MD,20874,240317003092,39.1813282,-77.272056,4.6,31,,534,98,0,84135,0.1835206
729,East Dumpling House,"12 N Washington St Suite 7G, Rockville, MD 20850",12 N Washington St Suite 7G,Rockville,MD,20850,240317009011,39.0847222,-77.1533333,3.8,798,2,2143,617,329,66726,0.28791413
730,A&J Restaurant,"1319-C, Rockville Pike, Rockville, MD 20852","1319-C, Rockville Pike",Rockville,MD,20852,240317009041,39.0686251,-77.1308541,4.4,847,1,2381,1005,97,54073,0.42209154
731,YU Noodles Cafe,"9 Dawson Ave, Rockville, MD 20850",9 Dawson Ave,Rockville,MD,20850,240317009012,39.0888905,-77.1541448,4.7,246,2,1273,553,93,19620,0.43440691
732,A Bite of China 伟记美食,"15106-A Frederick Rd, Rockville, MD 20850",15106-A Frederick Rd,Rockville,MD,20850,240317010041,39.1036724,-77.1566686,4,206,2,1536,197,66,143571,0.1282552
733,Bob's Shanghai 66,"305 N Washington St, Rockville, MD 20850",305 N Washington St,Rockville,MD,20850,240317009013,39.0890236,-77.1529403,4.4,1774,1,1547,376,367,111635,0.24305107
734,KungFu Kitchen,"20-A Maryland Ave, Rockville, MD 20850",20-A Maryland Ave,Rockville,MD,20850,240317009013,39.0869656,-77.1508589,4.2,748,2,1547,376,367,111635,0.24305107
735,Double Lucky Star Hong Kong BBQ,"15108 Frederick Rd, Rockville, MD 20850",15108 Frederick Rd,Rockville,MD,20850,240317010041,39.1030017,-77.1580187,4.4,9,2,1536,197,66,143571,0.1282552
736,MaLa Canteen 食之堂也,"33 Maryland Ave E, Rockville, MD 20850",33 Maryland Ave E,Rockville,MD,20850,240317009013,39.0855449,-77.1511446,4.2,175,2,1547,376,367,111635,0.24305107
737,Jumbo Jumbo Cafe Asia Taste,"15192 Frederick Rd, Rockville, MD 20850",15192 Frederick Rd,Rockville,MD,20850,240317010041,39.1043974,-77.1580175,4.1,470,1,1536,197,66,143571,0.1282552
738,Shimiaodao Yunnan Rice Noodle,"819 Hungerford Dr, Rockville, MD 20850",819 Hungerford Dr,Rockville,MD,20850,240317009013,39.0949984,-77.1528547,4.3,161,2,1547,376,367,111635,0.24305107
739,Yuan Fu Vegetarian,"798 Rockville Pike, Rockville, MD 20852",798 Rockville Pike,Rockville,MD,20852,240317009042,39.0784724,-77.1402861,4.6,681,2,1477,774,223,105075,0.52403522
740,MIAN Pull Noodle,"The Spot, 255 N Washington St, Rockville, MD 20850","The Spot, 255 N Washington St",Rockville,MD,20850,240317009013,39.0871014,-77.1523811,3.8,38,,1547,376,367,111635,0.24305107
741,Grand Fusion,"350 Fortune Terrace, Potomac, MD 20854",350 Fortune Terrace,Potomac,MD,20854,240317010022,39.061546,-77.1584668,4,193,1,1530,377,10,200375,0.24640523
742,Sushi House,"1331 Rockville Pike, Rockville, MD 20852",1331 Rockville Pike,Rockville,MD,20852,240317009041,39.067929,-77.1298793,4.6,405,1,2381,1005,97,54073,0.42209154
743,XIAN HOT POT 川鲜汇火锅,"316 N Washington St, Rockville, MD 20850",316 N Washington St,Rockville,MD,20850,240317009012,39.0899209,-77.1541253,3.9,145,2,1273,553,93,19620,0.43440691
744,Asia Cafe,"703 First St, Rockville, MD 20851",703 First St,Rockville,MD,20851,240317009031,39.08504689999999,-77.135772,3.8,32,2,2059,137,99,99099,0.066537157
745,Urban Hot Pot - Rockville,"1800 Rockville Pike h2, Rockville, MD 20852",1800 Rockville Pike h2,Rockville,MD,20852,240317009041,39.0597472,-77.1215075,4.5,1291,2,2381,1005,97,54073,0.42209154
746,Hwa Gae Jang Tuh (HGJT),"2104 Veirs Mill Rd, Rockville, MD 20851",2104 Veirs Mill Rd,Rockville,MD,20851,240317011013,39.0756932,-77.1152406,4.1,447,2,844,166,98,161141,0.19668247
747,Sky Kitchen,"9805 Main St #207, Damascus, MD 20872",9805 Main St #207,Damascus,MD,20872,240317002081,39.2903524,-77.2013627,3.9,80,1,1087,0,5,102171,0
748,Spring Garden Chinese,"19703 Frederick Rd, Germantown, MD 20876",19703 Frederick Rd,Germantown,MD,20876,240317008332,39.1782939,-77.2375489,3.4,27,2,2916,490,7,73640,0.16803841
749,Holy Crepes Food Truck & Catering,"15730 Shady Grove Rd, Gaithersburg, MD 20877",15730 Shady Grove Rd,Gaithersburg,MD,20877,240317007183,39.114016,-77.1868429,4.3,72,,0,0,0,,
750,China King Restaurant,"8035 Snouffer School Rd, Gaithersburg, MD 20879",8035 Snouffer School Rd,Gaithersburg,MD,20879,240317001051,39.1612346,-77.1629858,3.1,52,1,1519,153,79,108542,0.10072416
751,New Fortune,"16515 S Frederick Ave, Gaithersburg, MD 20877",16515 S Frederick Ave,Gaithersburg,MD,20877,240317007282,39.1270677,-77.1829447,3.8,326,2,1060,217,57,99750,0.20471698
752,Teriyaki Express,"9128 Rothbury Dr, Montgomery Village, MD 20879",9128 Rothbury Dr,Montgomery Village,MD,20879,240317008112,39.1846061,-77.1889352,4.3,127,2,3681,343,274,84152,0.0931812
753,Chinatown Express,"126 Carroll Island Rd, Baltimore, MD 21220",126 Carroll Island Rd,Baltimore,MD,21220,240054518021,39.33572849999999,-76.4004465,3.4,13,,1230,36,0,169375,0.029268293
754,New China Chinese Restaurant,"66 Souder Rd, Brunswick, MD 21716",66 Souder Rd,Brunswick,MD,21716,240217754002,39.3235993,-77.6232072,3,94,1,572,19,9,114605,0.033216782
